561 500
4.4 0.5 0
4.5 0.5 0
4.6 0.5 0
4.7 0.5 0
4.8 0.5 0
4.9 0.5 0
5 0.5 0
0 0.6 0
0.1 0.6 0
0.2 0.6 0
0.3 0.6 0
0.4 0.6 0
0.5 0.6 0
0.6 0.6 0
0.7 0.6 0
0.8 0.6 0
0.9 0.6 0
1 0.6 0
1.1 0.6 0
1.2 0.6 0
1.3 0.6 0
1.4 0.6 0
1.5 0.6 0
1.6 0.6 0
1.7 0.6 0
1.8 0.6 0
1.9 0.6 0
2 0.6 0
2.1 0.6 0
2.2 0.6 0
2.3 0.6 0
2.4 0.6 0
2.5 0.6 0
2.6 0.6 0
2.7 0.6 0
2.8 0.6 0
2.9 0.6 0
3 0.6 0
3.1 0.6 0
3.2 0.6 0
3.3 0.6 0
3.4 0.6 0
3.5 0.6 0
3.6 0.6 0
3.7 0.6 0
3.8 0.6 0
3.9 0.6 0
4 0.6 0
4.1 0.6 0
4.2 0.6 0
4.3 0.6 0
4.4 0.6 0
4.5 0.6 0
4.6 0.6 0
4.7 0.6 0
4.8 0.6 0
4.9 0.6 0
5 0.6 0
0 0.7 0
0.1 0.7 0
0.2 0.7 0
0.3 0.7 0
0.4 0.7 0
0.5 0.7 0
0.6 0.7 0
0.7 0.7 0
0.8 0.7 0
0.9 0.7 0
1 0.7 0
1.1 0.7 0
1.2 0.7 0
1.3 0.7 0
1.4 0.7 0
1.5 0.7 0
1.6 0.7 0
1.7 0.7 0
1.8 0.7 0
1.9 0.7 0
2 0.7 0
2.1 0.7 0
2.2 0.7 0
2.3 0.7 0
2.4 0.7 0
2.5 0.7 0
2.6 0.7 0
2.7 0.7 0
2.8 0.7 0
2.9 0.7 0
3 0.7 0
3.1 0.7 0
3.2 0.7 0
3.3 0.7 0
3.4 0.7 0
3.5 0.7 0
3.6 0.7 0
3.7 0.7 0
3.8 0.7 0
3.9 0.7 0
4 0.7 0
4.1 0.7 0
4.2 0.7 0
4.3 0.7 0
4.4 0.7 0
4.5 0.7 0
4.6 0.7 0
4.7 0.7 0
4.8 0.7 0
4.9 0.7 0
5 0.7 0
0 0.8 0
0.1 0.8 0
0.2 0.8 0
0.3 0.8 0
0.4 0.8 0
0.5 0.8 0
0.6 0.8 0
0.7 0.8 0
0.8 0.8 0
0.9 0.8 0
1 0.8 0
1.1 0.8 0
1.2 0.8 0
1.3 0.8 0
1.4 0.8 0
1.5 0.8 0
1.6 0.8 0
1.7 0.8 0
1.8 0.8 0
1.9 0.8 0
2 0.8 0
2.1 0.8 0
2.2 0.8 0
2.3 0.8 0
2.4 0.8 0
2.5 0.8 0
2.6 0.8 0
2.7 0.8 0
2.8 0.8 0
2.9 0.8 0
3 0.8 0
3.1 0.8 0
3.2 0.8 0
3.3 0.8 0
3.4 0.8 0
3.5 0.8 0
3.6 0.8 0
3.7 0.8 0
3.8 0.8 0
3.9 0.8 0
4 0.8 0
4.1 0.8 0
4.2 0.8 0
4.3 0.8 0
4.4 0.8 0
4.5 0.8 0
4.6 0.8 0
4.7 0.8 0
4.8 0.8 0
4.9 0.8 0
5 0.8 0
0 0.9 0
0.1 0.9 0
0.2 0.9 0
0.3 0.9 0
0.4 0.9 0
0.5 0.9 0
0.6 0.9 0
0.7 0.9 0
0.8 0.9 0
0.9 0.9 0
1 0.9 0
1.1 0.9 0
1.2 0.9 0
1.3 0.9 0
1.4 0.9 0
1.5 0.9 0
1.6 0.9 0
1.7 0.9 0
1.8 0.9 0
1.9 0.9 0
2 0.9 0
2.1 0.9 0
2.2 0.9 0
2.3 0.9 0
2.4 0.9 0
2.5 0.9 0
2.6 0.9 0
2.7 0.9 0
2.8 0.9 0
2.9 0.9 0
3 0.9 0
3.1 0.9 0
3.2 0.9 0
3.3 0.9 0
3.4 0.9 0
3.5 0.9 0
3.6 0.9 0
3.7 0.9 0
3.8 0.9 0
3.9 0.9 0
4 0.9 0
4.1 0.9 0
4.2 0.9 0
4.3 0.9 0
4.4 0.9 0
4.5 0.9 0
4.6 0.9 0
4.7 0.9 0
4.8 0.9 0
4.9 0.9 0
5 0.9 0
0 1 0
0.1 1 0
0.2 1 0
0.3 1 0
0.4 1 0
0.5 1 0
0.6 1 0
0.7 1 0
0.8 1 0
0.9 1 0
1 1 0
1.1 1 0
1.2 1 0
1.3 1 0
1.4 1 0
1.5 1 0
1.6 1 0
1.7 1 0
1.8 1 0
1.9 1 0
2 1 0
2.1 1 0
2.2 1 0
2.3 1 0
2.4 1 0
2.5 1 0
2.6 1 0
2.7 1 0
2.8 1 0
2.9 1 0
3 1 0
3.1 1 0
3.2 1 0
3.3 1 0
3.4 1 0
3.5 1 0
3.6 1 0
3.7 1 0
3.8 1 0
3.9 1 0
4 1 0
4.1 1 0
4.2 1 0
4.3 1 0
4.4 1 0
4.5 1 0
4.6 1 0
4.7 1 0
4.8 1 0
4.9 1 0
5 1 0
0 1 52 51
1 2 53 52
2 3 54 53
3 4 55 54
4 5 56 55
5 6 57 56
6 7 58 57
7 8 59 58
8 9 60 59
9 10 61 60
10 11 62 61
11 12 63 62
12 13 64 63
13 14 65 64
14 15 66 65
15 16 67 66
16 17 68 67
17 18 69 68
18 19 70 69
19 20 71 70
20 21 72 71
21 22 73 72
22 23 74 73
23 24 75 74
24 25 76 75
25 26 77 76
26 27 78 77
27 28 79 78
28 29 80 79
29 30 81 80
30 31 82 81
31 32 83 82
32 33 84 83
33 34 85 84
34 35 86 85
35 36 87 86
36 37 88 87
37 38 89 88
38 39 90 89
39 40 91 90
40 41 92 91
41 42 93 92
42 43 94 93
43 44 95 94
44 45 96 95
45 46 97 96
46 47 98 97
47 48 99 98
48 49 100 99
49 50 101 100
51 52 103 102
52 53 104 103
53 54 105 104
54 55 106 105
55 56 107 106
56 57 108 107
57 58 109 108
58 59 110 109
59 60 111 110
60 61 112 111
61 62 113 112
62 63 114 113
63 64 115 114
64 65 116 115
65 66 117 116
66 67 118 117
67 68 119 118
68 69 120 119
69 70 121 120
70 71 122 121
71 72 123 122
72 73 124 123
73 74 125 124
74 75 126 125
75 76 127 126
76 77 128 127
77 78 129 128
78 79 130 129
79 80 131 130
80 81 132 131
81 82 133 132
82 83 134 133
83 84 135 134
84 85 136 135
85 86 137 136
86 87 138 137
87 88 139 138
88 89 140 139
89 90 141 140
90 91 142 141
91 92 143 142
92 93 144 143
93 94 145 144
94 95 146 145
95 96 147 146
96 97 148 147
97 98 149 148
98 99 150 149
99 100 151 150
100 101 152 151
102 103 154 153
103 104 155 154
104 105 156 155
105 106 157 156
106 107 158 157
107 108 159 158
108 109 160 159
109 110 161 160
110 111 162 161
111 112 163 162
112 113 164 163
113 114 165 164
114 115 166 165
115 116 167 166
116 117 168 167
117 118 169 168
118 119 170 169
119 120 171 170
120 121 172 171
121 122 173 172
122 123 174 173
123 124 175 174
124 125 176 175
125 126 177 176
126 127 178 177
127 128 179 178
128 129 180 179
129 130 181 180
130 131 182 181
131 132 183 182
132 133 184 183
133 134 185 184
134 135 186 185
135 136 187 186
136 137 188 187
137 138 189 188
138 139 190 189
139 140 191 190
140 141 192 191
141 142 193 192
142 143 194 193
143 144 195 194
144 145 196 195
145 146 197 196
146 147 198 197
147 148 199 198
148 149 200 199
149 150 201 200
150 151 202 201
151 152 203 202
153 154 205 204
154 155 206 205
155 156 207 206
156 157 208 207
157 158 209 208
158 159 210 209
159 160 211 210
160 161 212 211
161 162 213 212
162 163 214 213
163 164 215 214
164 165 216 215
165 166 217 216
166 167 218 217
167 168 219 218
168 169 220 219
169 170 221 220
170 171 222 221
171 172 223 222
172 173 224 223
173 174 225 224
174 175 226 225
175 176 227 226
176 177 228 227
177 178 229 228
178 179 230 229
179 180 231 230
180 181 232 231
181 182 233 232
182 183 234 233
183 184 235 234
184 185 236 235
185 186 237 236
186 187 238 237
187 188 239 238
188 189 240 239
189 190 241 240
190 191 242 241
191 192 243 242
192 193 244 243
193 194 245 244
194 195 246 245
195 196 247 246
196 197 248 247
197 198 249 248
198 199 250 249
199 200 251 250
200 201 252 251
201 202 253 252
202 203 254 253
204 205 256 255
205 206 257 256
206 207 258 257
207 208 259 258
208 209 260 259
209 210 261 260
210 211 262 261
211 212 263 262
212 213 264 263
213 214 265 264
214 215 266 265
215 216 267 266
216 217 268 267
217 218 269 268
218 219 270 269
219 220 271 270
220 221 272 271
221 222 273 272
222 223 274 273
223 224 275 274
224 225 276 275
225 226 277 276
226 227 278 277
227 228 279 278
228 229 280 279
229 230 281 280
230 231 282 281
231 232 283 282
232 233 284 283
233 234 285 284
234 235 286 285
235 236 287 286
236 237 288 287
237 238 289 288
238 239 290 289
239 240 291 290
240 241 292 291
241 242 293 292
242 243 294 293
243 244 295 294
244 245 296 295
245 246 297 296
246 247 298 297
247 248 299 298
248 249 300 299
249 250 301 300
250 251 302 301
251 252 303 302
252 253 304 303
253 254 305 304
255 256 307 306
256 257 308 307
257 258 309 308
258 259 310 309
259 260 311 310
260 261 312 311
261 262 313 312
262 263 314 313
263 264 315 314
264 265 316 315
265 266 317 316
266 267 318 317
267 268 319 318
268 269 320 319
269 270 321 320
270 271 322 321
271 272 323 322
272 273 324 323
273 274 325 324
274 275 326 325
275 276 327 326
276 277 328 327
277 278 329 328
278 279 330 329
279 280 331 330
280 281 332 331
281 282 333 332
282 283 334 333
283 284 335 334
284 285 336 335
285 286 337 336
286 287 338 337
287 288 339 338
288 289 340 339
289 290 341 340
290 291 342 341
291 292 343 342
292 293 344 343
293 294 345 344
294 295 346 345
295 296 347 346
296 297 348 347
297 298 349 348
298 299 350 349
299 300 351 350
300 301 352 351
301 302 353 352
302 303 354 353
303 304 355 354
304 305 356 355
306 307 358 357
307 308 359 358
308 309 360 359
309 310 361 360
310 311 362 361
311 312 363 362
312 313 364 363
313 314 365 364
314 315 366 365
315 316 367 366
316 317 368 367
317 318 369 368
318 319 370 369
319 320 371 370
320 321 372 371
321 322 373 372
322 323 374 373
323 324 375 374
324 325 376 375
325 326 377 376
326 327 378 377
327 328 379 378
328 329 380 379
329 330 381 380
330 331 382 381
331 332 383 382
332 333 384 383
333 334 385 384
334 335 386 385
335 336 387 386
336 337 388 387
337 338 389 388
338 339 390 389
339 340 391 390
340 341 392 391
341 342 393 392
342 343 394 393
343 344 395 394
344 345 396 395
345 346 397 396
346 347 398 397
347 348 399 398
348 349 400 399
349 350 401 400
350 351 402 401
351 352 403 402
352 353 404 403
353 354 405 404
354 355 406 405
355 356 407 406
357 358 409 408
358 359 410 409
359 360 411 410
360 361 412 411
361 362 413 412
362 363 414 413
363 364 415 414
364 365 416 415
365 366 417 416
366 367 418 417
367 368 419 418
368 369 420 419
369 370 421 420
370 371 422 421
371 372 423 422
372 373 424 423
373 374 425 424
374 375 426 425
375 376 427 426
376 377 428 427
377 378 429 428
378 379 430 429
379 380 431 430
380 381 432 431
381 382 433 432
382 383 434 433
383 384 435 434
384 385 436 435
385 386 437 436
386 387 438 437
387 388 439 438
388 389 440 439
389 390 441 440
390 391 442 441
391 392 443 442
392 393 444 443
393 394 445 444
394 395 446 445
395 396 447 446
396 397 448 447
397 398 449 448
398 399 450 449
399 400 451 450
400 401 452 451
401 402 453 452
402 403 454 453
403 404 455 454
404 405 456 455
405 406 457 456
406 407 458 457
408 409 460 459
409 410 461 460
410 411 462 461
411 412 463 462
412 413 464 463
413 414 465 464
414 415 466 465
415 416 467 466
416 417 468 467
417 418 469 468
418 419 470 469
419 420 471 470
420 421 472 471
421 422 473 472
422 423 474 473
423 424 475 474
424 425 476 475
425 426 477 476
426 427 478 477
427 428 479 478
428 429 480 479
429 430 481 480
430 431 482 481
431 432 483 482
432 433 484 483
433 434 485 484
434 435 486 485
435 436 487 486
436 437 488 487
437 438 489 488
438 439 490 489
439 440 491 490
440 441 492 491
441 442 493 492
442 443 494 493
443 444 495 494
444 445 496 495
445 446 497 496
446 447 498 497
447 448 499 498
448 449 500 499
449 450 501 500
450 451 502 501
451 452 503 502
452 453 504 503
453 454 505 504
454 455 506 505
455 456 507 506
456 457 508 507
457 458 509 508
459 460 511 510
460 461 512 511
461 462 513 512
462 463 514 513
463 464 515 514
464 465 516 515
465 466 517 516
466 467 518 517
467 468 519 518
468 469 520 519
469 470 521 520
470 471 522 521
471 472 523 522
472 473 524 523
473 474 525 524
474 475 526 525
475 476 527 526
476 477 528 527
477 478 529 528
478 479 530 529
479 480 531 530
480 481 532 531
481 482 533 532
482 483 534 533
483 484 535 534
484 485 536 535
485 486 537 536
486 487 538 537
487 488 539 538
488 489 540 539
489 490 541 540
490 491 542 541
491 492 543 542
492 493 544 543
493 494 545 544
494 495 546 545
495 496 547 546
496 497 548 547
497 498 549 548
498 499 550 549
499 500 551 550
500 501 552 551
501 502 553 552
502 503 554 553
503 504 555 554
504 505 556 555
505 506 557 556
506 507 558 557
507 508 559 558
508 509 560 559
